584.306841,9.017832,11,-1.187804,0
323.241472,0.975214,6,25.289074,1
829.663675,8.648062,17,2.206644,0
478.939388,1.236742,10,10.453850,0
1048.692185,5.182895,22,46.021766,0
322.516667,7.683296,6,55.366345,0
118.728017,5.245544,2,45.511619,1
118.470253,0.311980,2,16.552394,1
526.197814,8.922747,10,4.177056,0
827.831262,6.075724,17,38.833589,0
521.511988,0.197367,11,27.671081,0
421.989081,0.940382,9,8.003207,0
1155.909727,1.452921,24,48.017586,0
72.981960,4.577338,1,55.619210,0
-1.724983,3.450242,0,7.475147,0
767.130347,8.225723,16,12.530747,0
441.233874,5.365043,9,13.684089,0
92.470236,9.797237,1,30.326110,0
697.925254,2.488244,13,51.773048,0
247.216327,6.165740,4,19.000420,0
267.676548,7.262138,5,3.203255,0
612.286445,0.637288,12,1.806298,0
876.910378,6.328868,18,3.896025,0
303.303435,8.561482,6,5.718804,0
947.226803,1.535712,19,50.485323,0
928.283984,1.466039,19,58.051105,0
-0.889704,8.367402,0,-1.030584,0
285.191948,7.521476,5,42.904804,1
823.882680,3.782101,17,53.282760,0
690.971712,6.492074,13,29.767712,0
1077.407341,3.306458,23,53.784047,0
528.103693,0.512907,10,42.196193,0
976.702828,2.578568,21,40.873381,1
595.341584,2.584334,12,35.856174,1
581.957980,8.464091,11,14.924393,0
871.462542,8.728566,18,18.242522,0
799.387761,5.647085,16,47.260498,1
471.239047,3.138342,9,-3.427639,0
1067.258011,5.074378,23,42.271873,0
496.859601,2.213488,10,23.860826,0
416.524873,3.194321,9,4.891733,0
284.892889,5.238442,5,-0.724043,0
119.166386,8.462334,2,46.538318,1
1268.763002,9.946645,26,33.899096,0
734.519677,1.190511,15,56.279096,0
818.953639,3.284082,17,28.993359,0
146.412739,9.180480,3,15.426185,0
559.711315,8.649503,11,57.669761,0
1226.519522,0.754993,25,15.295350,0
136.525877,1.591787,2,58.838010,0
533.897800,7.181021,11,31.326995,1
90.108475,7.309359,1,46.221825,0
326.614816,8.690360,6,59.182060,0
578.909769,7.986018,11,52.611046,0
952.208042,6.018229,19,30.194057,0
370.238196,6.387921,8,15.972468,0
1149.582221,5.750943,24,15.430251,0
823.045439,4.401298,16,42.723583,0
697.820857,1.401184,13,4.844545,0
182.187764,0.934160,3,33.694961,0
294.163630,4.122287,5,-3.293535,0
127.180723,7.427919,2,8.607421,0
465.869647,0.927933,10,59.373452,0
526.215045,3.537823,11,29.505195,0
614.508085,8.726637,12,49.161895,0
780.573488,4.396633,16,11.914791,1
1202.975167,4.065452,25,11.635042,1
813.073202,6.796113,16,8.304053,0
925.744934,3.459217,19,50.295540,0
